VBELN,POSNR,MATNR,MATKL,WERKS,KWMENG,NETPR,NETWR,ERDAT,LGORT
OR00003158,000040,MAT000034,CONS,P005,272,425.45,115722.4,2021-10-14,L004
OR00003159,000010,MAT000018,CHEM,P004,216,105.71,22833.36,2023-12-10,L003
OR00003159,000020,MAT000008,PACK,P004,78,127.84,9971.52,2023-12-10,L003
OR00003159,000030,MAT000001,PACK,P004,45,380.25,17111.25,2023-12-10,L001
OR00003160,000010,MAT000003,MECH,P005,34,321.89,10944.26,2022-09-04,L001
OR00003160,000020,MAT000010,PACK,P005,15,190.22,2853.3,2022-09-04,L001
OR00003160,000030,MAT000014,PACK,P005,175,10.25,1793.75,2022-09-04,L002
OR00003160,000040,MAT000038,PACK,P005,197,385.79,76000.63,2022-09-04,L002
OR00003161,000010,MAT000010,PACK,P003,86,198.07,17034.02,2023-01-24,L001
OR00003161,000020,MAT000023,CHEM,P003,17,382.48,6502.16,2023-01-24,L004
OR00003161,000030,MAT000003,MECH,P003,132,448.35,59182.2,2023-01-24,L004
OR00003162,000010,MAT000028,PACK,P004,128,67.04,8581.12,2021-06-17,L001
OR00003162,000020,MAT000035,MECH,P004,50,295.42,14771.0,2021-06-17,L003
OR00003162,000030,MAT000029,CHEM,P004,139,48.62,6758.18,2021-06-17,L001
OR00003162,000040,MAT000012,CONS,P004,157,157.76,24768.32,2021-06-17,L001
OR00003163,000010,MAT000014,PACK,P005,93,62.32,5795.76,2022-09-13,L004
OR00003163,000020,MAT000004,PACK,P005,123,420.33,51700.59,2022-09-13,L001
OR00003164,000010,MAT000002,CONS,P002,117,422.32,49411.44,2023-03-13,L003
OR00003164,000020,MAT000024,ELEC,P002,174,371.57,64653.18,2023-03-13,L001
OR00003164,000030,MAT000018,CHEM,P002,134,12.11,1622.74,2023-03-13,L003
OR00003164,000040,MAT000027,PACK,P002,37,381.05,14098.85,2023-03-13,L004
OR00003165,000010,MAT000009,ELEC,P001,36,375.44,13515.84,2021-09-26,L003
OR00003165,000020,MAT000025,CONS,P001,64,119.21,7629.44,2021-09-26,L002
OR00003165,000030,MAT000015,ELEC,P001,84,31.98,2686.32,2021-09-26,L002
OR00003166,000010,MAT000010,PACK,P001,70,162.24,11356.8,2023-03-04,L002
OR00003167,000010,MAT000024,ELEC,P003,141,447.47,63093.27,2024-04-25,L002
OR00003168,000010,MAT000020,ELEC,P005,54,143.42,7744.68,2022-01-03,L003
OR00003169,000010,MAT000020,ELEC,P001,221,365.95,80874.95,2023-10-09,L004
OR00003169,000020,MAT000023,CHEM,P001,206,120.15,24750.9,2023-10-09,L002
OR00003170,000010,MAT000036,CHEM,P003,40,259.19,10367.6,2022-12-25,L003
OR00003170,000020,MAT000006,MECH,P003,80,428.04,34243.2,2022-12-25,L004
OR00003170,000030,MAT000033,CHEM,P003,48,183.53,8809.44,2022-12-25,L001
OR00003171,000010,MAT000016,CONS,P005,40,92.2,3688.0,2023-07-07,L002
OR00003171,000020,MAT000029,CHEM,P005,135,371.85,50199.75,2023-07-07,L003
OR00003171,000030,MAT000013,CONS,P005,62,277.95,17232.9,2023-07-07,L001
OR00003172,000010,MAT000035,MECH,P002,145,409.32,59351.4,2022-07-31,L002
OR00003172,000020,MAT000020,ELEC,P002,90,37.33,3359.7,2022-07-31,L002
OR00003173,000010,MAT000039,CHEM,P004,94,87.78,8251.32,2022-03-28,L001
OR00003173,000020,MAT000007,MECH,P004,169,365.83,61825.27,2022-03-28,L002
OR00003173,000030,MAT000017,PACK,P004,57,227.61,12973.77,2022-03-28,L004
OR00003174,000010,MAT000008,PACK,P004,57,305.4,17407.8,2022-03-30,L004
OR00003174,000020,MAT000029,CHEM,P004,45,187.2,8424.0,2022-03-30,L002
OR00003175,000010,MAT000009,ELEC,P005,40,467.98,18719.2,2021-10-28,L002
OR00003175,000020,MAT000035,MECH,P005,110,449.33,49426.3,2021-10-28,L001
OR00003175,000030,MAT000025,CONS,P005,10,289.07,2890.7,2021-10-28,L004
OR00003176,000010,MAT000012,CONS,P005,38,476.8,18118.4,2022-05-03,L003
OR00003177,000010,MAT000009,ELEC,P005,16,468.89,7502.24,2023-07-14,L001
OR00003177,000020,MAT000015,ELEC,P005,154,403.26,62102.04,2023-07-14,L003
OR00003177,000030,MAT000023,CHEM,P005,29,154.28,4474.12,2023-07-14,L002
OR00003178,000010,MAT000019,CHEM,P005,173,97.52,16870.96,2024-02-17,L004
OR00003178,000020,MAT000032,PACK,P005,175,407.56,71323.0,2024-02-17,L002
OR00003178,000030,MAT000030,CONS,P005,169,410.6,69391.4,2024-02-17,L001
OR00003179,000010,MAT000017,PACK,P003,146,98.43,14370.78,2023-11-28,L002
OR00003180,000010,MAT000024,ELEC,P003,112,258.2,28918.4,2023-07-31,L002
OR00003181,000010,MAT000014,PACK,P005,38,117.51,4465.38,2022-01-11,L001
OR00003181,000020,MAT000008,PACK,P005,13,396.52,5154.76,2022-01-11,L001
OR00003181,000030,MAT000017,PACK,P005,59,39.76,2345.84,2022-01-11,L003
OR00003181,000040,MAT000001,PACK,P005,3,189.99,569.97,2022-01-11,L004
OR00003182,000010,MAT000019,CHEM,P004,76,463.65,35237.4,2022-09-01,L004
OR00003182,000020,MAT000015,ELEC,P004,100,15.42,1542.0,2022-09-01,L002
OR00003182,000030,MAT000004,PACK,P004,60,266.48,15988.8,2022-09-01,L001
OR00003183,000010,MAT000033,CHEM,P001,112,416.0,46592.0,2022-09-22,L002
OR00003183,000020,MAT000035,MECH,P001,106,193.52,20513.12,2022-09-22,L003
OR00003183,000030,MAT000002,CONS,P001,80,269.35,21548.0,2022-09-22,L004
OR00003184,000010,MAT000004,PACK,P004,28,115.35,3229.8,2022-07-20,L002
OR00003184,000020,MAT000014,PACK,P004,123,34.97,4301.31,2022-07-20,L003
OR00003185,000010,MAT000023,CHEM,P002,137,186.52,25553.24,2023-03-23,L001
OR00003185,000020,MAT000022,ELEC,P002,38,364.68,13857.84,2023-03-23,L001
OR00003185,000030,MAT000036,CHEM,P002,8,254.66,2037.28,2023-03-23,L003
OR00003185,000040,MAT000021,ELEC,P002,187,16.81,3143.47,2023-03-23,L003
OR00003186,000010,MAT000031,MECH,P003,131,419.11,54903.41,2023-04-08,L001
OR00003186,000020,MAT000015,ELEC,P003,155,330.06,51159.3,2023-04-08,L004
OR00003187,000010,MAT000003,MECH,P005,28,484.95,13578.6,2022-11-07,L001
OR00003187,000020,MAT000027,PACK,P005,74,134.01,9916.74,2022-11-07,L002
OR00003187,000030,MAT000010,PACK,P005,234,34.11,7981.74,2022-11-07,L003
OR00003188,000010,MAT000017,PACK,P003,47,325.07,15278.29,2022-11-04,L004
OR00003189,000010,MAT000010,PACK,P001,253,209.97,53122.41,2023-12-14,L002
OR00003189,000020,MAT000013,CONS,P001,202,352.86,71277.72,2023-12-14,L003
OR00003190,000010,MAT000029,CHEM,P005,139,445.45,61917.55,2023-11-03,L002
OR00003190,000020,MAT000018,CHEM,P005,108,217.57,23497.56,2023-11-03,L002
OR00003190,000030,MAT000024,ELEC,P005,81,346.37,28055.97,2023-11-03,L002
OR00003191,000010,MAT000007,MECH,P003,90,252.03,22682.7,2022-09-20,L001
OR00003191,000020,MAT000019,CHEM,P003,186,267.57,49768.02,2022-09-20,L001
OR00003192,000010,MAT000004,PACK,P002,44,345.56,15204.64,2024-04-03,L004
OR00003193,000010,MAT000026,CHEM,P004,23,12.97,298.31,2024-06-13,L002
OR00003193,000020,MAT000032,PACK,P004,47,456.25,21443.75,2024-06-13,L004
OR00003193,000030,MAT000015,ELEC,P004,60,310.75,18645.0,2024-06-13,L002
OR00003193,000040,MAT000021,ELEC,P004,60,308.46,18507.6,2024-06-13,L004
OR00003194,000010,MAT000025,CONS,P004,247,79.03,19520.41,2022-10-09,L004
OR00003194,000020,MAT000011,CHEM,P004,55,230.01,12650.55,2022-10-09,L001
OR00003194,000030,MAT000007,MECH,P004,191,414.57,79182.87,2022-10-09,L002
OR00003195,000010,MAT000027,PACK,P004,136,97.26,13227.36,2022-11-05,L002
OR00003196,000010,MAT000020,ELEC,P004,67,369.84,24779.28,2023-03-16,L001
OR00003197,000010,MAT000039,CHEM,P003,113,397.09,44871.17,2024-05-20,L003
OR00003197,000020,MAT000007,MECH,P003,64,330.96,21181.44,2024-05-20,L001
OR00003197,000030,MAT000028,PACK,P003,185,24.1,4458.5,2024-05-20,L004
OR00003197,000040,MAT000009,ELEC,P003,152,474.54,72130.08,2024-05-20,L002
OR00003198,000010,MAT000024,ELEC,P005,59,41.76,2463.84,2024-02-10,L004
OR00003198,000020,MAT000027,PACK,P005,164,56.23,9221.72,2024-02-10,L004
OR00003199,000010,MAT000022,ELEC,P004,17,344.36,5854.12,2021-12-29,L004
OR00003199,000020,MAT000008,PACK,P004,70,391.48,27403.6,2021-12-29,L004
OR00003200,000010,MAT000030,CONS,P003,187,325.49,60866.63,2022-12-10,L001
OR00003200,000020,MAT000038,PACK,P003,159,432.87,68826.33,2022-12-10,L001
OR00003200,000030,MAT000011,CHEM,P003,191,444.26,84853.66,2022-12-10,L002
OR00003201,000010,MAT000029,CHEM,P004,92,432.48,39788.16,2023-04-22,L002
OR00003201,000020,MAT000028,PACK,P004,109,10.68,1164.12,2023-04-22,L004
OR00003201,000030,MAT000015,ELEC,P004,88,132.13,11627.44,2023-04-22,L003
OR00003201,000040,MAT000040,CHEM,P004,32,476.96,15262.72,2023-04-22,L002
OR00003202,000010,MAT000035,MECH,P005,2,447.11,894.22,2023-03-14,L004
OR00003202,000020,MAT000009,ELEC,P005,123,251.15,30891.45,2023-03-14,L004
OR00003203,000010,MAT000028,PACK,P005,149,69.9,10415.1,2022-05-13,L001
OR00003203,000020,MAT000017,PACK,P005,32,482.19,15430.08,2022-05-13,L003
OR00003203,000030,MAT000003,MECH,P005,86,219.4,18868.4,2022-05-13,L004
OR00003203,000040,MAT000011,CHEM,P005,70,350.96,24567.2,2022-05-13,L003
OR00003204,000010,MAT000004,PACK,P004,119,378.3,45017.7,2024-01-19,L002
OR00003204,000020,MAT000020,ELEC,P004,60,338.41,20304.6,2024-01-19,L003
OR00003204,000030,MAT000014,PACK,P004,7,357.37,2501.59,2024-01-19,L002
OR00003204,000040,MAT000035,MECH,P004,190,301.4,57266.0,2024-01-19,L004
OR00003205,000010,MAT000011,CHEM,P003,62,477.74,29619.88,2023-07-25,L001
OR00003205,000020,MAT000029,CHEM,P003,140,445.35,62349.0,2023-07-25,L004
OR00003205,000030,MAT000014,PACK,P003,5,464.57,2322.85,2023-07-25,L003
OR00003206,000010,MAT000021,ELEC,P002,179,412.12,73769.48,2023-12-25,L004
OR00003206,000020,MAT000010,PACK,P002,40,421.26,16850.4,2023-12-25,L001
OR00003206,000030,MAT000038,PACK,P002,244,272.61,66516.84,2023-12-25,L004
OR00003206,000040,MAT000027,PACK,P002,96,61.68,5921.28,2023-12-25,L001
OR00003207,000010,MAT000003,MECH,P001,3,460.17,1380.51,2024-01-18,L004
OR00003207,000020,MAT000004,PACK,P001,87,112.5,9787.5,2024-01-18,L002
OR00003207,000030,MAT000012,CONS,P001,31,163.19,5058.89,2024-01-18,L002
OR00003207,000040,MAT000011,CHEM,P001,8,55.21,441.68,2024-01-18,L003
OR00003208,000010,MAT000011,CHEM,P004,83,407.46,33819.18,2023-09-24,L001
OR00003209,000010,MAT000017,PACK,P003,91,53.28,4848.48,2023-01-20,L004
OR00003209,000020,MAT000023,CHEM,P003,79,308.66,24384.14,2023-01-20,L002
OR00003209,000030,MAT000011,CHEM,P003,99,302.97,29994.03,2023-01-20,L003
OR00003210,000010,MAT000024,ELEC,P005,149,99.84,14876.16,2023-06-03,L001
OR00003210,000020,MAT000032,PACK,P005,59,428.31,25270.29,2023-06-03,L004
OR00003210,000030,MAT000010,PACK,P005,17,406.8,6915.6,2023-06-03,L003
OR00003210,000040,MAT000004,PACK,P005,105,148.57,15599.85,2023-06-03,L001
OR00003211,000010,MAT000036,CHEM,P005,123,395.14,48602.22,2022-03-29,L004
OR00003212,000010,MAT000007,MECH,P001,46,130.68,6011.28,2023-07-22,L001
OR00003213,000010,MAT000013,CONS,P005,129,324.0,41796.0,2022-04-24,L004
OR00003214,000010,MAT000022,ELEC,P005,77,381.52,29377.04,2023-08-08,L002
OR00003214,000020,MAT000005,ELEC,P005,145,476.22,69051.9,2023-08-08,L002
OR00003214,000030,MAT000033,CHEM,P005,160,233.96,37433.6,2023-08-08,L004
OR00003214,000040,MAT000040,CHEM,P005,46,259.33,11929.18,2023-08-08,L001
OR00003215,000010,MAT000040,CHEM,P001,56,471.84,26423.04,2022-06-26,L002
OR00003215,000020,MAT000020,ELEC,P001,2,484.77,969.54,2022-06-26,L004
OR00003215,000030,MAT000008,PACK,P001,71,91.16,6472.36,2022-06-26,L002
OR00003215,000040,MAT000001,PACK,P001,39,245.49,9574.11,2022-06-26,L001
OR00003216,000010,MAT000019,CHEM,P002,110,352.38,38761.8,2022-01-23,L001
OR00003216,000020,MAT000026,CHEM,P002,191,58.96,11261.36,2022-01-23,L004
OR00003216,000030,MAT000030,CONS,P002,17,98.99,1682.83,2022-01-23,L001
OR00003216,000040,MAT000021,ELEC,P002,41,79.07,3241.87,2022-01-23,L004
OR00003217,000010,MAT000030,CONS,P002,58,167.12,9692.96,2022-04-05,L002
OR00003218,000010,MAT000010,PACK,P001,14,419.06,5866.84,2021-02-20,L004
OR00003218,000020,MAT000032,PACK,P001,76,117.45,8926.2,2021-02-20,L002
OR00003218,000030,MAT000014,PACK,P001,86,356.4,30650.4,2021-02-20,L001
OR00003218,000040,MAT000018,CHEM,P001,96,455.87,43763.52,2021-02-20,L002
OR00003219,000010,MAT000005,ELEC,P005,61,20.11,1226.71,2023-08-29,L003
OR00003219,000020,MAT000015,ELEC,P005,146,325.91,47582.86,2023-08-29,L004
OR00003220,000010,MAT000009,ELEC,P004,180,66.13,11903.4,2023-09-10,L003
OR00003220,000020,MAT000033,CHEM,P004,31,338.6,10496.6,2023-09-10,L002
OR00003220,000030,MAT000030,CONS,P004,150,169.91,25486.5,2023-09-10,L004
OR00003220,000040,MAT000013,CONS,P004,134,124.8,16723.2,2023-09-10,L004
OR00003221,000010,MAT000035,MECH,P002,230,360.84,82993.2,2023-03-23,L001
OR00003221,000020,MAT000029,CHEM,P002,35,32.4,1134.0,2023-03-23,L004
OR00003221,000030,MAT000027,PACK,P002,177,177.56,31428.12,2023-03-23,L003
OR00003222,000010,MAT000006,MECH,P001,27,405.61,10951.47,2022-03-31,L004
OR00003222,000020,MAT000026,CHEM,P001,187,172.03,32169.61,2022-03-31,L004
OR00003223,000010,MAT000035,MECH,P002,20,88.43,1768.6,2021-11-23,L002
OR00003223,000020,MAT000034,CONS,P002,209,165.63,34616.67,2021-11-23,L002
OR00003224,000010,MAT000023,CHEM,P004,57,272.66,15541.62,2021-06-06,L003
OR00003224,000020,MAT000003,MECH,P004,116,411.31,47711.96,2021-06-06,L001
OR00003224,000030,MAT000033,CHEM,P004,77,156.43,12045.11,2021-06-06,L004
OR00003225,000010,MAT000018,CHEM,P005,8,197.14,1577.12,2022-04-06,L001
OR00003225,000020,MAT000001,PACK,P005,154,300.08,46212.32,2022-04-06,L001
OR00003225,000030,MAT000026,CHEM,P005,95,70.71,6717.45,2022-04-06,L001
OR00003226,000010,MAT000022,ELEC,P001,47,485.01,22795.47,2024-02-29,L002
OR00003227,000010,MAT000037,CHEM,P002,95,120.87,11482.65,2022-07-10,L003
OR00003227,000020,MAT000032,PACK,P002,21,76.38,1603.98,2022-07-10,L004
OR00003228,000010,MAT000023,CHEM,P001,278,391.87,108939.86,2022-11-05,L001
OR00003228,000020,MAT000034,CONS,P001,120,214.11,25693.2,2022-11-05,L004
OR00003229,000010,MAT000021,ELEC,P002,82,158.47,12994.54,2022-01-03,L003
OR00003230,000010,MAT000005,ELEC,P002,84,51.34,4312.56,2022-06-18,L001
OR00003231,000010,MAT000015,ELEC,P001,27,318.97,8612.19,2023-03-26,L004
OR00003231,000020,MAT000001,PACK,P001,2,433.29,866.58,2023-03-26,L002
OR00003231,000030,MAT000040,CHEM,P001,13,125.45,1630.85,2023-03-26,L002
OR00003231,000040,MAT000022,ELEC,P001,192,9.47,1818.24,2023-03-26,L003
OR00003232,000010,MAT000014,PACK,P001,12,185.5,2226.0,2023-06-01,L001
OR00003232,000020,MAT000020,ELEC,P001,14,12.84,179.76,2023-06-01,L002
OR00003232,000030,MAT000013,CONS,P001,19,266.8,5069.2,2023-06-01,L004
OR00003232,000040,MAT000026,CHEM,P001,118,216.79,25581.22,2023-06-01,L004
OR00003233,000010,MAT000025,CONS,P004,43,79.6,3422.8,2022-07-15,L003
OR00003233,000020,MAT000016,CONS,P004,110,206.19,22680.9,2022-07-15,L003
OR00003234,000010,MAT000003,MECH,P001,33,237.46,7836.18,2021-09-29,L001
OR00003234,000020,MAT000005,ELEC,P001,174,240.81,41900.94,2021-09-29,L002
OR00003234,000030,MAT000020,ELEC,P001,136,400.6,54481.6,2021-09-29,L004
OR00003234,000040,MAT000025,CONS,P001,153,49.13,7516.89,2021-09-29,L004
OR00003235,000010,MAT000016,CONS,P002,252,103.19,26003.88,2022-12-09,L004
OR00003235,000020,MAT000010,PACK,P002,200,315.25,63050.0,2022-12-09,L003
OR00003236,000010,MAT000038,PACK,P004,34,127.24,4326.16,2022-07-02,L002
OR00003236,000020,MAT000011,CHEM,P004,69,463.65,31991.85,2022-07-02,L001
OR00003236,000030,MAT000039,CHEM,P004,95,309.1,29364.5,2022-07-02,L003
OR00003237,000010,MAT000024,ELEC,P001,112,264.3,29601.6,2022-06-14,L004
OR00003237,000020,MAT000002,CONS,P001,19,443.07,8418.33,2022-06-14,L001
OR00003237,000030,MAT000027,PACK,P001,35,115.11,4028.85,2022-06-14,L001
OR00003238,000010,MAT000006,MECH,P003,77,220.73,16996.21,2024-06-29,L003
OR00003238,000020,MAT000039,CHEM,P003,129,152.17,19629.93,2024-06-29,L003
OR00003239,000010,MAT000010,PACK,P003,10,151.96,1519.6,2023-06-08,L001
OR00003239,000020,MAT000028,PACK,P003,112,84.3,9441.6,2023-06-08,L004
OR00003239,000030,MAT000005,ELEC,P003,87,486.04,42285.48,2023-06-08,L001
OR00003239,000040,MAT000026,CHEM,P003,76,112.86,8577.36,2023-06-08,L002
OR00003240,000010,MAT000025,CONS,P004,132,455.94,60184.08,2023-04-24,L002
OR00003240,000020,MAT000039,CHEM,P004,87,92.24,8024.88,2023-04-24,L003
OR00003240,000030,MAT000015,ELEC,P004,43,159.39,6853.77,2023-04-24,L001
OR00003240,000040,MAT000032,PACK,P004,52,335.22,17431.44,2023-04-24,L004
OR00003241,000010,MAT000018,CHEM,P002,252,279.09,70330.68,2022-12-31,L004
OR00003241,000020,MAT000038,PACK,P002,224,422.71,94687.04,2022-12-31,L001
OR00003242,000010,MAT000012,CONS,P003,110,482.05,53025.5,2023-01-11,L001
OR00003243,000010,MAT000034,CONS,P001,69,19.95,1376.55,2023-04-12,L002
OR00003243,000020,MAT000026,CHEM,P001,69,471.39,32525.91,2023-04-12,L004
OR00003243,000030,MAT000033,CHEM,P001,103,309.76,31905.28,2023-04-12,L004
OR00003244,000010,MAT000009,ELEC,P001,185,213.44,39486.4,2023-08-10,L003
OR00003244,000020,MAT000033,CHEM,P001,131,8.84,1158.04,2023-08-10,L004
OR00003244,000030,MAT000002,CONS,P001,141,73.56,10371.96,2023-08-10,L001
OR00003245,000010,MAT000024,ELEC,P002,60,272.33,16339.8,2023-08-15,L003
OR00003245,000020,MAT000016,CONS,P002,107,468.93,50175.51,2023-08-15,L003
OR00003245,000030,MAT000036,CHEM,P002,87,185.88,16171.56,2023-08-15,L001
OR00003245,000040,MAT000005,ELEC,P002,43,14.47,622.21,2023-08-15,L003
OR00003246,000010,MAT000009,ELEC,P005,99,33.3,3296.7,2022-04-14,L003
OR00003246,000020,MAT000019,CHEM,P005,25,474.56,11864.0,2022-04-14,L004
OR00003246,000030,MAT000004,PACK,P005,157,206.68,32448.76,2022-04-14,L003
OR00003247,000010,MAT000014,PACK,P005,20,265.63,5312.6,2023-03-11,L002
OR00003247,000020,MAT000038,PACK,P005,36,190.45,6856.2,2023-03-11,L004
OR00003247,000030,MAT000033,CHEM,P005,13,58.12,755.56,2023-03-11,L004
OR00003248,000010,MAT000034,CONS,P001,96,304.95,29275.2,2022-12-27,L003
OR00003248,000020,MAT000006,MECH,P001,179,296.79,53125.41,2022-12-27,L001
OR00003249,000010,MAT000025,CONS,P005,211,161.39,34053.29,2024-02-02,L002
OR00003249,000020,MAT000006,MECH,P005,67,197.37,13223.79,2024-02-02,L003
OR00003250,000010,MAT000004,PACK,P005,60,217.96,13077.6,2023-06-19,L004
OR00003250,000020,MAT000015,ELEC,P005,116,137.78,15982.48,2023-06-19,L003
OR00003251,000010,MAT000036,CHEM,P004,182,157.15,28601.3,2023-04-06,L001
OR00003251,000020,MAT000005,ELEC,P004,92,249.23,22929.16,2023-04-06,L004
OR00003251,000030,MAT000027,PACK,P004,86,387.63,33336.18,2023-04-06,L001
OR00003251,000040,MAT000001,PACK,P004,141,83.0,11703.0,2023-04-06,L004
OR00003252,000010,MAT000019,CHEM,P003,121,366.7,44370.7,2022-01-20,L002
OR00003252,000020,MAT000035,MECH,P003,112,60.35,6759.2,2022-01-20,L004
OR00003252,000030,MAT000002,CONS,P003,178,294.42,52406.76,2022-01-20,L004
OR00003252,000040,MAT000010,PACK,P003,107,403.63,43188.41,2022-01-20,L001
OR00003253,000010,MAT000013,CONS,P003,132,155.15,20479.8,2023-05-31,L002
OR00003253,000020,MAT000036,CHEM,P003,181,335.58,60739.98,2023-05-31,L003
OR00003253,000030,MAT000028,PACK,P003,31,190.06,5891.86,2023-05-31,L003
OR00003254,000010,MAT000029,CHEM,P004,140,44.81,6273.4,2022-01-23,L004
OR00003254,000020,MAT000037,CHEM,P004,19,15.56,295.64,2022-01-23,L002
OR00003254,000030,MAT000039,CHEM,P004,46,436.98,20101.08,2022-01-23,L004
OR00003254,000040,MAT000031,MECH,P004,58,49.69,2882.02,2022-01-23,L003
OR00003255,000010,MAT000025,CONS,P004,127,252.26,32037.02,2022-10-19,L001
OR00003255,000020,MAT000024,ELEC,P004,284,181.42,51523.28,2022-10-19,L002
OR00003255,000030,MAT000038,PACK,P004,78,218.97,17079.66,2022-10-19,L004
OR00003255,000040,MAT000027,PACK,P004,291,175.39,51038.49,2022-10-19,L001
OR00003256,000010,MAT000004,PACK,P003,126,194.51,24508.26,2022-03-04,L002
OR00003256,000020,MAT000010,PACK,P003,116,312.22,36217.52,2022-03-04,L004
OR00003256,000030,MAT000008,PACK,P003,106,388.94,41227.64,2022-03-04,L002
OR00003256,000040,MAT000003,MECH,P003,47,406.24,19093.28,2022-03-04,L004
OR00003257,000010,MAT000020,ELEC,P004,111,473.13,52517.43,2023-08-06,L002
OR00003257,000020,MAT000013,CONS,P004,9,239.0,2151.0,2023-08-06,L004
OR00003258,000010,MAT000020,ELEC,P004,201,403.85,81173.85,2022-05-29,L001
OR00003259,000010,MAT000023,CHEM,P002,124,18.49,2292.76,2022-12-09,L001
OR00003259,000020,MAT000019,CHEM,P002,102,218.61,22298.22,2022-12-09,L004
OR00003259,000030,MAT000006,MECH,P002,145,276.58,40104.1,2022-12-09,L002
OR00003260,000010,MAT000035,MECH,P001,33,67.37,2223.21,2024-03-07,L001
OR00003260,000020,MAT000022,ELEC,P001,5,463.79,2318.95,2024-03-07,L003
OR00003260,000030,MAT000040,CHEM,P001,198,451.66,89428.68,2024-03-07,L004
OR00003260,000040,MAT000012,CONS,P001,83,151.97,12613.51,2024-03-07,L002
OR00003261,000010,MAT000001,PACK,P001,220,236.28,51981.6,2022-05-27,L002
OR00003261,000020,MAT000025,CONS,P001,21,18.59,390.39,2022-05-27,L004
OR00003262,000010,MAT000032,PACK,P005,149,66.57,9918.93,2023-03-17,L004
OR00003263,000010,MAT000033,CHEM,P001,97,271.99,26383.03,2023-01-03,L001
OR00003263,000020,MAT000015,ELEC,P001,112,182.19,20405.28,2023-01-03,L001
OR00003263,000030,MAT000026,CHEM,P001,56,206.82,11581.92,2023-01-03,L002
OR00003264,000010,MAT000009,ELEC,P002,17,15.35,260.95,2021-06-02,L003
OR00003265,000010,MAT000036,CHEM,P005,163,136.72,22285.36,2023-11-06,L001
OR00003265,000020,MAT000013,CONS,P005,290,377.87,109582.3,2023-11-06,L002
OR00003265,000030,MAT000019,CHEM,P005,101,154.48,15602.48,2023-11-06,L004
OR00003265,000040,MAT000034,CONS,P005,219,154.74,33888.06,2023-11-06,L002
OR00003266,000010,MAT000028,PACK,P003,124,115.15,14278.6,2021-10-25,L002
OR00003266,000020,MAT000025,CONS,P003,246,312.17,76793.82,2021-10-25,L001
OR00003266,000030,MAT000006,MECH,P003,49,475.88,23318.12,2021-10-25,L004
OR00003266,000040,MAT000039,CHEM,P003,115,383.2,44068.0,2021-10-25,L002
OR00003267,000010,MAT000010,PACK,P004,166,42.47,7050.02,2023-02-18,L001
OR00003267,000020,MAT000025,CONS,P004,141,264.46,37288.86,2023-02-18,L002
OR00003267,000030,MAT000031,MECH,P004,143,14.17,2026.31,2023-02-18,L003
OR00003267,000040,MAT000003,MECH,P004,161,200.35,32256.35,2023-02-18,L004
OR00003268,000010,MAT000003,MECH,P005,136,35.4,4814.4,2023-04-27,L003
OR00003268,000020,MAT000006,MECH,P005,40,59.97,2398.8,2023-04-27,L004
OR00003269,000010,MAT000011,CHEM,P003,93,171.0,15903.0,2023-06-17,L001
OR00003270,000010,MAT000038,PACK,P005,35,294.74,10315.9,2023-08-03,L003
OR00003270,000020,MAT000039,CHEM,P005,73,135.51,9892.23,2023-08-03,L004
OR00003270,000030,MAT000012,CONS,P005,129,453.08,58447.32,2023-08-03,L003
OR00003271,000010,MAT000025,CONS,P002,93,469.31,43645.83,2022-07-24,L002
OR00003271,000020,MAT000018,CHEM,P002,75,172.04,12903.0,2022-07-24,L001
OR00003271,000030,MAT000035,MECH,P002,50,403.52,20176.0,2022-07-24,L001
